content,score,text_processed,topic
Game Yang Sangat Menarik Dan Membawa Kesan Tradisional Menjadi Sesuatu yang Mengagumkan,5,tarik bawa kesan tradisional kagum,karya bangsa
Main game lain lancar main nih game stuck di load mulu apaan coba,1,lancar main stuck load mulu coba,koneksi
"Secara keseluruhan sudah bagus sih, jalan cerita, gameplay pertarungan, dan lain-lain. Tetapi seharusnya disediakan fitur untuk menukar Hero bintang lima yang sama dengan tentunya menimbang beberapa hal (gue udah ngabisin banyak diamond tapi malah dapat tiga Hero bintang lima yang sama) dan juga fitur untuk barter Hero dan gift Hero ke sesama daftar list teman. Terimakasih, and keep it up.",5,bagus jalan cerita gameplay tarung disediakan fitur tukar hero bintang timbang ngabisin diamond hero bintang fitur barter hero gift hero daftar list teman terimakasih keep,bahasa atau cerita
"gamenya kren dan aq suka atma"" nya asli indo klw boleh bintang untuk pra atmanya diperbnyak atw di tambahkan tempat untuk apgred bintangnya untuk memudahkn player untuk mendapat atma kuat.....untuk msalah musik dan grafik sdah oke tapi klw bisa dperbarui lgi agar lbih hdr....",5,kren aq suka atma asli indonesia klw bintang pra atw tambahkan apgred bintangnya memudahkn player atma kuat msalah musik grafik sdah oke klw dperbarui lgi hdr,bahasa atau cerita
Pas liat iklan kirain cuman game random gitu aja yang ngebosenin... ternyata pas nyoba download SUMPAH- INI BAGUS BANGET 👏🏻👏🏻 APA LAGI STORYNYA WAH GILA- STORYNYA BIKIN GEREGETANNN WAJIB DOWNLOAD SIH INII DAN JUGA INI HORRORNYA GA KERASA YANG KERASA CUMAN WARNYA YANG SERU BANGED AAAAAA,5,pas liat iklan cuman random ngebosenin nyata pas nyoba download sumpah bagus banget geregetannn wajib download inii tidak kerasa kerasa cuman warnya seru banged aaaaaa,bahasa atau cerita
"Gamenya bagus, Setan setannya juga cantik catik, jadi pengen punya pacar setan aowkwow",5,bagus setan cantik catik pengen pacar setan aowkwow,karya bangsa
seru banget ini gem sebener nya mau kasih bintang 300 cuman ada 5 doang 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,5,seru banget gem sebener bintang cuman,bahasa atau cerita
"Game ini bikin saya ketagihan sampai nggak bisa berhenti main. Pokoknya keren banget,jalan ceritanya bikin saya penasaran banget",5,tagih henti pokoknya keren banget jalan penasaran banget,bahasa atau cerita
Uda lebih baik walau kadang masih force close kuberi 5 bintang biar lebih baik lg Hero dapat antasena ok tambah lg hero nya bintang 5,5,uda kadang force close kuberi bintang biar lg hero antasena oke lg hero bintang,bahasa atau cerita
"gamenya keren, storynya juga bagus. Untuk kedepannya saya harap visual & sound nya ditingkatkan. Makasih min, maju terus game indo",5,keren bagus harap visual sound ditingkatkan makasih min maju indonesia,bahasa atau cerita
"Minta tolong dipermudah dapat kan soul, diamond, gold dan elixir",3,tolong dipermudah soul diamond gold elixir,bahasa atau cerita
"Dari seluruh segi sudah bagus, namun hanya saran bagi saya : 1. Jika bisa dibuat Offline saja keseluruhan 2. Efek suara ditambahkan lagi 3. Saya tidak melihat kesan horor sebagai hantu -_-+, jadi tolong buat lebih seram 4. Ulangi lagi dari awal itu saja menurut saya, terus berkreasi dan semangat ngedevelop!!!! :)",5,segi bagus saran offline efek suara tidak lihat kesan horor hantu tolong seram ulangi kreasi semangat ngedevelop,bahasa atau cerita
"saran banyakin hero b5 ,fitur auto synth,masih ada bug jaringan lag,fitur switch akun👌",5,saran hero fitur auto synth bug jaring lag fitur switch akun,bahasa atau cerita
Game apaan habisin kuota tapi gak bisa di buka,1,habisin kuota tidak buka,koneksi
"Artwork-nya keren semuaaaa, jalan ceritanya bagus, dan hadiah ""cukup"" berlimpah sebenarnya hehe",5,artwork keren semuaaaa jalan bagus hadiah berlimpah hehe,bahasa atau cerita
bagus banget karna ada unsur cerita yg menarik kreasi anak negri the best,5,bagus banget unsur cerita tarik kreasi anak negeri best,karya bangsa
"Ko ga bisa dibuka knpa,pdhal saya download.",1,ko tidak dibuka pdhal download,koneksi
"Mode mainnya diperbanyak lagi ya, kalau bisa grafiknya dibikin wow seperti goddess of genesis",4,mode diperbanyak ya dibikin wow goddess genesis,bahasa atau cerita
"Cerita dalam gamenya cukup seru dan menegangkan, hanya saja gameplay-nya agak kaku, kurang lancar gitu saat main.. tolong ditingkatkan lagi sensitivitas gameplay-nya... terimakasih:)",4,cerita gamenya seru tegang gameplay kaku lancar main tolong ditingkatkan sensitivitas gameplay,bahasa atau cerita
"woii per,depeloper.. saya kasi saran yak... tolong adain ganti acount la, biar bisa main dgn akun lain... mau ngulang level juga gak bisa... duhhhh... tapi q kasi bintang 5 karena q baik...",5,woii depeloper kasi saran yak tolong ganti acount la biar main akun ngulang level tidak duhhhh q kasi bintang q,bahasa atau cerita
"Main 2 minggu lgsg dapet Srikandi bintang 5.. Mantab kali nih game. Klo aq boleh ngasih saran, atmanya klo nyerang kasih motion alias animasi gerakan biar bagus. Sukses trus game ciptaan Anak Bangsa",5,minggu lgsg srikandi bintang aq ngasih saran atmanya nyerang kasih motion alias animasi gerak biar bagus sukses cipta anak bangsa,bahasa atau cerita
Sudah masuk akun saya makasih.ini game bagus kalau bisa perbanyak event 😉,5,masuk akun makasih bagus perbanyak event,bahasa atau cerita
Waktu attack karakternya gak gerak. Kalo gitu sama aja ama game offline mb kecil,1,attack tidak gerak offline mb,bahasa atau cerita
"Gamenya menurut saya bagus, ga terlalu susah buat mainnya cuma perlu tingkatin levelnya. Jalan ceritanya juga unik , btw saya baru main kemarin jadi ya gabisa terlalu beri saran dl soalnya semuanya menurut saya udh bagus. Oya, musiknya jg keren kayak horor tp seru wkwkwk mantep dah. Moga2 nti diupdate selanjutnya bisa bikin game ini makin seru lg.",5,bagus tidak susah mainnya tingkatin levelnya jalan unik btw main kemarin ya gabisa saran bagus oya keren kayak horor seru wkwkwk mantep dah nti diupdate seru lg,bahasa atau cerita
Geme nya keren bgt . Download deh kalo g pasti nyesel,5,geme keren bgt download deh tidak nyesel,bahasa atau cerita
Bagus sih tapi masalah jaringan tolong di perbaiki,3,bagus jaring tolong perbaiki,koneksi
"Giliran saya penasaran pengen main,eh gabisa login anjinggggg emang!!!!!",1,gilir penasaran pengen main gabisa login anjinggggg emang,koneksi
best indonesia games saya sangat suka tapi mohon untuk game nya setiap battle chapter nya yang sudah di selesai in bisa di ulang lagi dengan reward yang sama karna player selalu kehabisan uang dan gem untuk upgrade atma nya jadi gk bosan,5,best indonesia games suka mohon battle chapter selesai ulang reward player habis uang gem upgrade atma tidak bosan,bahasa atau cerita
"Sedih main ini, gacha.nya udah susah pake banget,.. terus kalau ada event yang di buat oleh organizer.nya malah lebih milih ngasih pemenang yang aktif di DC.nya,... ngerasa nggak adil bagi yang lain,... So, kasih bintang 3... Untuk game.nya awalan main bagus, terus bug selalu di perbaiki, tapi makin lama makin susah ngumpulin Dias buat nge gacha, belum lagi low rate.nya rendah,.... :/",3,sedih gacha susah pake banget event organizer milih ngasih menang aktif dc ngerasa tidak adil bintang main bagus bug perbaiki susah ngumpulin dias nge gacha low rate rendah,bahasa atau cerita
"Bikin arwah penasaran, anyway bagus sekali awkwkkw",5,arwah penasaran anyway bagus kali awkwkkw,karakter gacha
"Sebenernya seru tapi kalo kelamaan main jd suka ngelag dan patah"" kek anissa bahar 😂😂 sarannya si minta karakternya bisa milih ceue atau couo gitu 🥺🥺",5,seru main jd suka ngelag patah kek anissa bahar si milih ceue couo,perangkat hp
"Sejauh ini sangat bagus, dan saya menyukainya, semoga ke depan bisa di update agar lebih menarik lagii dan seeker lebih betah mainin game inii",5,bagus moga update tarik lagii seeker betah mainin inii,bahasa atau cerita
"Baguus bangeet kak game nya, ada selingan story nya jadi ga bosen. ditambah skill2 kombinasi dari tiap atma jadi makin menarik.",5,baguus bangeet kak seling story tidak bosen ditambah kombinasi atma tarik,bahasa atau cerita
Assalamualaikum warahmatullahi wabarakatuh.hai nama saya adit.kalo untuk mekanik gamenya udah bagus sih.tapi kalo bisa tolong ditambahkan hantu luar negeri biar bisa jadi game yang terkenal di internasional.dah itu aja.wassalamu'alaikum wr wb,5,assalamualaikum warahmatullahi wabarakatuh hai nama adit mekanik bagus tolong hantu negeri biar kenal internasional dah wassalamu alaikum wr wb,karya bangsa
"Game nya bagus, tapi sayang terlalu banyak cerita dari pada actionnya. Game dengan cerita memang bagus tapi lebih bagus kalau d seimbangkan",5,bagus sayang cerita actionnya cerita bagus bagus imbang,bahasa atau cerita
Gamenya sih dah bagus.. Cuma masalah di bagian battlenya aja.. Gak bisa nentuin sendiri sama playernya mana musuh yang mau di serang. Atma milik player pas battle itu di atur sendiri sama computernya.. Jadi buat apa ada player tpi di bagian battle malah computer yang ngatur atma player..,2,dah bagus battlenya tidak nentuin musuh serang atma milik player pas battle atur player tpi battle computer ngatur atma player,bahasa atau cerita
Yuhuuu game anak bangsa yg gak ribet dan bisa di mainin saat santai,5,yuhuuu anak bangsa tidak ribet mainin santai,karya bangsa
"Bikin sistem utk rebirth atau semacamnya donk gan, cari gold sama xp utk heronya seret banget.",4,sistem utk rebirth donk gan cari gold xp utk heronya seret banget,bahasa atau cerita
Bagus sii tapi banyak loadingnya lama bangett. Tolong diperbaiki loadingnya🙏🙏,4,bagus sii bangett tolong diperbaiki,perangkat hp
Aku senang hantuku semua pada gede aku senang hahaha,5,senang hantuku gede senang hahaha,karakter gacha
Ga bisa klik.. kaya freeze khusus nya kalo kalah selesai tanding,3,tidak klik kaya freeze khusus kalah selesai tanding,perangkat hp
"latar ceritanya bagus... dibikin komik juga rasanya bakal banyak peminat , semoga terus maju code atma",5,ceritanya bagus komik minat moga maju code,bahasa atau cerita
"sudah berapa kali saya download game ini di Xiaomi Redmi Note 4 tetapi tidak bisa masuk ke game, apakah ini bug? kalau iya mohon diperbaiki",3,kali download xiaomi redmi note tidak masuk bug iya diperbaiki,perangkat hp
"Gamenya mantap,tpi pliss kak tambahin seasonnya saya udah season akhir cman saya uninstal dlu soalnya udah mentok seaesonnya dan smua karakternya udah saya dapat, saya nunggu updatetan terbaru kukira nambah season malah cman nambah katakter baru.dan please skin nya klo bisa di kasih event biar ga pake duit kak Thanks kak ,dan masukan lainnya klo bisa karakter dan effeck skillnya dibikin 3D kak dan karakternya bisa gerak mau itu kluarin skill ataupun kena hit ,dan efeck suara jga makasih kak...",5,tpi pliss kak season cman uninstal mentok seaesonnya nunggu updatetan nambah season cman nambah katakter please skin kasih event biar tidak pake duit kak thanks kak masuk karakter effeck dibikin kak gerak kluarin skill kena hit efeck suara jga kak,bahasa atau cerita
Gajelas ajg stuck terus udah bind jaringan+restart hp tetep stuck,1,gajelas ajg stuck bind jaring restart hp tetep stuck,koneksi
"INI SERU BANGET! akhirnya ada game yang sesuai sama keinginan gue, thank u agate !",5,seru banget suai thank u agate,bahasa atau cerita
Ayo dukung produk produk dalam negeri :),5,ayo dukung produk produk negeri,karya bangsa
3 dulu ya soal nya baru download kalo bagus gw tambahin lagi bintang nya,3,ya download bagus bintang,bahasa atau cerita
"Untuk skala game buatan lokal sebenernya ini game paling oke sih menurutku. Tapi, Kayanya hasil Idle offlinenya itu ada batas maksimalnya ya admin, jadinya udah lama nunggu tapi dapatnya segitu gitu aja. Buat naikin level atmanya jadi lama..",3,skala lokal oke kayanya hasil idle offlinenya batas ya admin nunggu dapatnya naikin level,bahasa atau cerita
Setelah saya ganti hp saya baru sadar kalau ternyata hp saya yang lemot.Best game lah,5,ganti hp sadar nyata hp lemot best,perangkat hp
"Good lah buat agate games, lanjutkan game model begini",5,good agate games lanjutkan model,bahasa atau cerita
"Game ini luar biasa, tapi tetap untuk banyak hal masih ada beberapa bug dan error yang perlu di perbaiki di update berikutnya.",4,bug error perbaiki update,bahasa atau cerita
"Dah baguslah apa lagi dari story nya. Saran dari saya kalo bisa buat liat atma nya jangan cuma liat gambar yg kecil tapi juga bisa liat kayak walpaper bergerak gitu lalu kasih animasi buat skill biar rame dan kalo bisa atma nya di kasih dialog kayak misal kuntilanak dialognya ""Hi hi hi~"" kayak gitu lah itu aja saran dari saya. Trima kasih",5,baguslah story saran liat atma liat gambar liat walpaper gerak gitu animasi skill biar ramai atma kasih dialog kuntilanak hi hi hi kayak saran trima,bahasa atau cerita
Santuy tapi seru gas keuunn euuyy,5,santuy seru gas keuunn euuyy,karya bangsa
Game AMPASS DARI DULU GAPERNAH NYAMAN MAIN NIH GAME TERLALU PAY TO WIN JANGAN DOWNLOAD NIH GAME KALO GAMAU KALIAN MENYESAL!!,1,ampass gapernah nyaman main pay win download gamau sesal,bahasa atau cerita
Menurut gua seru ni game dan juga gak terlalu berat di hp. tetap semangat untuk update kedepannya min Thank you^_^,5,seru tidak berat hp semangat update kedepannya min thank,bahasa atau cerita
Sangat Bagus Gamenya Karena ada alur cerita serta karakter² Atma Nusantara Dan Ini salah satu game buatan anak negri yang menurut saya keren.,5,bagus alur cerita karakter atma nusantara salah anak negeri keren,karya bangsa
"Jalan cerita menarik dan tidak membosankan,,,",5,jalan tarik tidak bosan,bahasa atau cerita
Min kalau ini di jadikan film animasi juga bagus nih aku cerita nya,5,min jadikan film animasi bagus cerita,bahasa atau cerita
"Kalo bisa nyerangnya jangan otomatis min, biar gak bosen mainnya",5,otomatis min tidak bosen,bahasa atau cerita
"Ini baru game karya anak bangsa, bagus game nya. Diamond-nya nggak perlu top up kalau habis. Dan cocok untuk game santai karena tidak perlu pencet sana pencet sini. Semoga game ini tambah berkembang. Waktu saya tau game ini. Saya gak percaya kalau game nya bagus, tapi setelah download. Saya ketagihan main game ini.😁😁",5,karya anak bangsa bagus diamond tidak top habis cocok santai tidak pencet pencet moga kembang tau tidak percaya bagus download tagih,bahasa atau cerita
Butuh update baru. Gift code nya tidak ada. Cek d fanpage juga kosong,2,butuh update gift code tidak cek fanpage kosong,bahasa atau cerita
"Gameny bagus bangget soalnya ada hantu dari Indonesia dan di beri sedikit perubahan dan cara mainya gampang aku suka juga diberi jam tanggal,bulan ,dan tahunya pokoknya bagus 👌👌👌👌dan diabgret dengan layar tidur soalnya biyar enak gitu mainya oke sekian comenana saya nama SENO ARDIA PUTRA dan terima kasih",5,gameny bagus bangget hantu indonesia ubah gampang suka jam tanggal bagus diabgret layar tidur biyar enak oke kian comenana nama seno ardia putra terima,bahasa atau cerita
Tingkatkan lagi kualitasnya gan Gamenya ok banget,5,tingkatkan kualitasnya gan oke banget,bahasa atau cerita
"Saya mau nanya, saya mau maen tpi kok yg keluar malah tulisan telkom indonesia, agate gma ya solusiny. Emang sih hp saya smarfrent apa saya harus ganti simcard baru bisa main",5,maen tpi tulis telkom indonesia agate gma ya solusiny emang hp smarfrent ganti simcard main,bahasa atau cerita
Gamenya bagus alur ceritanya keren... Tapi... Bugnya di perbaiki lgi haha jaringan bagus tpi Lag 😅 maju truzz game Indonesia,5,bagus alur ceritanya keren perbaiki lgi haha jaring bagus tpi lag maju truzz indonesia,bahasa atau cerita
"Ini game kenapa,udah nunggu lama,main gak jelas atmanya ilang mau main apa lagi skarang...hade terpak sa saya hpus game ini,mf ya,eh hrusnykalian yg timakasih karna saya udh bntu kalian...",1,nunggu tidak ilang main skarang hade terpak sa hpus mf ya hrusnykalian timakasih bntu,bahasa atau cerita
