X,y
mantap kali bah tolong perbaiki tidak animasi serang atma animasi serang atma bagus rahwana sandekala cocok,-1
jalan tarik enjoy main,1
bagus tidak gede berat patah patah slow respond tap objek hp panas tarkhir force close ketemu si laras atap bilang jaring tidak ganguan jaring main mohon,-1
suka karya anak bangsa,1
atma lvl lawan kalah wkwk keliatan banget tidak attack defense,-1
bagus kak tolong diperbaiki main sistem crash install ulang stuck login sayang tidak main,1
indonesia seru jalan cerita mantap atma unik dah debest,1
min reset lvl update janji lohh update update kemaren tidak update fiture,1
login pake google fb habis tampilan login mohon bantu maaf bintang,-1
liat kuntilanak secantik ituu iseng nyobain nyata cangtip,1
saran fotur lock atma hindar atma retire sedia stage khusus farming exp atma xp coin soul sedia stage mudah seeker lvl,1
bagus unik tema rpg tema indonesian horror bagus komen dewa olympus apalah yh tema indonesian horror sukses developer,1
instal pas dibuka stuck telkom indonesia melon agate doang banget,-1
mantap gan syg bnyak tlong perbaiki gan,1
bagus banget gacha fav hp,1
tarik unik moga update kepingin update karakter,1
urban legend indonesia donggg wkwk v,-1
oh ya lupa tulis mata uang diamond ditulis jujur bingung,1
keren banget update min,1
slot hero penuh main peringatkan beritahu masuk inbox loading percepat adakan update,1
sedih gacha susah pake banget event organizer milih ngasih menang aktif dc ngerasa tidak adil bintang main bagus bug perbaiki susah ngumpulin dias nge gacha low rate rendah,-1
pas login surus update pas playstore update gx update,-1
segi gameplay dah baguslah ngestuck ntah jaring ya moga bagus,1
keren seru abis dibahasa mudah mudahan tim translate bahasa indonesia tunggu,1
bagus isi luang baca komik moga kembang harum nama indonesia,1
bagus tidak suai gadgetku patah moba,1
bagus harap animasi atma update update,1
atma star susah ya bund,-1
gajelas login pake bnyk,-1
yas sya review oke banget ditunggu ya semangat seekers dev code,1
bagus tarik tidak bagus gimana remove jual atma kasih sara biat atma tidak,1
good expected worst gacha,-1
wih didunia nyata suka main demit derita anak indigo ditunggu sukses,1
keren bgt dri grafik storyboard wkkwk worth try,1
seru banget good job tim laris minati dunia ya usahain tombol tidak mencet tombol home mulu hp terima kasih ulas baca respons diwujudkan saran best,-1
keseringan update update parah bug gambar pdahal update bagus aj,1
keren sumpah pertahankan kualitasnya dropout pamali op indonesia suka,1
mohon bugnya kadang tidak claim daily gabisa start hapus data hapus cahce solusi reinstal mohon suka storynya mohon update,-1
hai developer bagus banget masuk gabisa ngestuck layar biru kunang opsi mulu unduh ulang stiap main loh jaring lancar,1
ditnggu alur cerita btw karakter romance karakter kak seru overoll lumbago,1
setting b inggris b indonesia gimana download trs login b inggris otomatis,1
selamat kena prank bagus kembang kak,1
bagus cerita gameplay ya bagus animasi karakter atma kaku ditambah animasi,1
gameplay bagus error yah ajah,1
oke tunggu antusias idle legenda indonesia harapkan tolong notif halang hilangkan tolong server perbaiki jaring akses terimakasih update,-1
bagus si dihero tidak bgt heal banget job heal tidak kerasa,-1
kasih developer kembang kait sejarah nusantara apresiasi karya,1
seru mantap jalan tarik paket komplet cabangnya cuman efek smooth pas nyerang overall oke,1
kasih hilang kebosana maju tunggu update,1
bagus segi cerita oke hubung mitos mitos indonesia design karakter tarik cirikhasnyah gameplay battle nyah ubah stage khusus gamebplay battle beda gimana biaya summon mahal tidak turunin dikit murah cepat bosen banyakin event dah moga manfaat kedepanyah,-1
bagus perbarui yaaaa ayo penasaran hehehe tolong bahasa bahasa indonesia tidak rubah bahasa bahsa inggris bantu ngerti cerita pakai bahasa,1
tolong dev login logout main ajak lupa akunnya ribet salah akun restart aplikasi atur hp pliss,1
asli pengen banget film beneran,1
gan gwa kemarin main tidak lupa ya saranin log eror reinstal hapus data gwa reinstal pa main ngulang solusi tidak balikin data gwa sedih gwa,1
hallo susah cari diamond banyakin event diamond terima,1
ny seru tidak sia sia download ny,1
hai agate log akun fb kaitka pindah akun fb gmail mohon,1
patut lestarikan tingkatkan developer dijamin tingkatin ramai,1
sukaa keren banget segi grafik story gameplay oke banget saran play pas battle diubah milih hero musuh serang seru asah otak seeker sempurna,1
tidak mudah dapatin atma waifu cakep wkwk,1
main persulit akun agate dll tidak masuk pas selesai akun main kesel registrasi apasih bro,1
bagus banget pakai paketan kuota ya,1
perbaiki maslah sinyal sinyal keceng keceng putus mohon perbaiki bagus,1
suka alur keren moga kedepan kreatif alur,1
nice gacha persentase bagus cuman ambil,1
puas fitur tarik dikemas,1
tolong tambahkan atma wujud burung phoenix biar keren,1
coin dikit tidak fitur reset atma atma tidak kepake jd sia sia coin exp diperbaiki males,-1
unik asli indonesia banget bs ditebak ttp usaha ngikutin tuk dah kudu sabar super hoki tuk bs dpt blm rasain moga kedepan seru memory ringan lemot hape,1
bagus keren tau ghaib indonesia cuman hpku suka ngelag close battle muter jaring stabil emng pengaruh hp kali ya paksa uninstal deh hehe,1
uwah gameplay story line bagus tinggal event collab hehe semangat agate,1
nice sayang stabil banget login login koneksi lemah main sihh overall nice,1
keren senang main ibuuuu takut hantuuunyaaa ibuuuu terimakaasihh garenaaaa membuaat yakinn ibuu pastii anaaknyaaa komeenn disiiniiii lafyuuuuuuu garennnaa lupaaa bagii cash biar belii senjataaaa,1
kak suka tpi pas updet akunku lgi dri lev pdahal lev arah yah kak,-1
keren update yaa moga jaya indonesia amiin,1
episode dongg pvp tamen guild ayoook,1
bagus indonesia keren senang diganti atmanyajadi diawal bintang ganti bintang semangat,1
nyoba kakak seru bintang bintang tau alur cerita gameplay seru bintang,1
respect terimakasih dev indonesia,1
shin megami tenseinya indonesia,1
story bagus tema indonesia banget ngubah perspektif spirit jin atma,1
tolong gan mantap indonesia banget,1
download pd ngerasa puas hibur bgt karya anak bangsa grafik bagus warna santai mainin ntah pas enak main update disuruh update download notifikiasi update msh jalan mt,1
alur cerita mudah pahami ringan asyik mainkan kadang logout jaring normal,1
lag efek animasi coba kasih efek bagus,1
bagus bingung serang musuh acak,-1
assalamualaikum min main ya main bingung bahasa digame bahasa inggris klaim hadiah delay nyaman karakter hero kesan desaign efek skill alur story bosan saran tolong diadakan bahasa indonesia delay diperbaiki alur story tarik karakter diperbanyak,1
bagus banget harap pantau dikembangan,1
keren atma versi indonesia ngelag ya oh ya saran save file dihubungkan playgame good job,1
gamenyaa seru habiss suka banget tidak ngebosenin semogaa bisaa ceritaa,1
mo nanya offline online,1
keren ayo semangat kembangkan,1
suka banget anak bangsa mengadaptasi tokoh tokoh asli indonesia tokoh pewayangannya alas desain kece parah,-1
keren banget indonesia banget,1
tema indonesia bahasa indonesia tidak aneh,-1
suka login susah jaring tetep susah log,1
upgrade atma mahal bos level tidak masuk akal server pdh make wifi badmood main indonesia,-1
ngebawa dongeng dongeng nusantara keranah beda segi gambar cerita diangkat bagus banget,1
auto doang njir tidak build strategi kudu butuh karakter kombine arti gacha lol pake ngekritik bad far,1
overall sdh bagus karakterny dialog tidak pas ekspresi wajahnya dibagian msh variasi next update chapternya atma bintang stat bintang lbh rendah bintang aneh,-1
skrng tidak bahasa dev bahasa indonesia deh mohon tambahkan bahasa menginstal uninstal sibuk pribadi btw emng bagus,1
bagus min tidak alhamdulillah jdi,1
download semenjak rilis lihat sukses teruss,1
bagus premis tarik update aplikasi tidak update tidak uninstall install mohon diperbaiki ya kak terima,1
hall fame ranking daily weekly monthly biar seru,1
tidak dilogin yaa update update tidak mauu tolong diperbaiki btw bagus indonesia,1
permaianan blackscreen paksa benerin,-1
bagus kembang biar bagus tidak pelit diamon terimakasih indonesia coba terimakish,1
ayo dukung produk produk negeri,1
developer tolong diperbaiki main nge bug bintang diperbaiki,1
seru coba main hp saudara download deh kuota hehe,1
great job tanah air keren abis loading logo sound story line desain character animasi andil dlm keren saran kasih event seru perbanyak iklan youtube sosmed potrait character aktif tidak monoton turun hd zoom fitur search pengkategorian role tank healer wizard range nikmat harap dikembangkan minat,1
story bagus tarik diikuti elemen balancing level power tolong diperhatikan main berat main dipaksa level atma maksimal lawan atma story terima,1
bagus tpi sayang uninstall maklum hp kentang ntar dah upgrade download lgi,1
tolong atasi fps dibeberapa fivece tidak drop,1
bagus tolong ditambah suara karakter efek visual bagus kedepan bgm ditambah,1
wahh parah sihh alur seru,-1
slot kapasitas hero tolong donk diperbanyak minim banget nampung atma pas kapasitan mahal butuh slot nampung atma disatukan bagus tolong kapasitas hero atma diperbanyak minimal slot,1
keren seru banget tarik ditunggu update moga tarik atma,1
lumbago serem banget jalan latar belakangnya heran ram gede ngeframe banget,1
tidak ganti tuju market global knp main susah tidak orang bahasa inggris males main seru kesini nyusahin,-1
mantapp minn sembrani moga rama shinta,1
harap segini habis main ayo,-1
event mantap keren cuman event login tidak tuju seeker rajin online gold susah character bintang susah kadang bug frezee pas pvp defeat,-1
lgi rilis episode ny kak ny bgus sayang ny episode ny,1
perbaiki grafik karakter tolong perhalus ulti tambahkan efek suara layar landscap dialog efek suara efek skil ulti tajam ulti tidak suara karakter tambahkan rank player server versus mode biar ketemu player global chat moga lbh,1
bagus cuman tidak ganti language bahasa indonesia tolong perbaiki,1
bagus tarung butuh ditingkatkan biar tarik jalan cerita utama aaargghhh dapett ditambah kisah atmanya seru tidak atma rama dkk gim masuk manja bagus main absen daily kadang susah overall suka banget code atma semangat staff moga bangun,1
play bagus artwork chara keren,1
update tpi maintenance gimana oke thx clear,-1
download stuck tulis agate,-1
tarik level atma hero rahwana dll rating tunggu update,1
keren banget gilakkkk storylinenya alig parahhhh gg developer update ya biar majuu merdeka developer indonesia,1
tarik storyline seru ikuti grafik bagus ui ux friendly banget server mohon tingkatkan lost koneksi,1
kecewa bahasa indonesia dihilangkan player ngerti bahasa inggris enjoy bagus banget sistem capek hapus manual mail maintenance read mail biar delete read mail tidak repot tidak capek kecewa bahasa indonesia dihilangkan kasi pilih pake bhs inggris bhs indonesia yah turn base lainny,-1
lumbago bagus saing rpg negeri,1
stuck first open cant loads blackscreen,-1
bagus atma kenal inonesia suka bintang,1
alur penasaran make bahasa indonesia tidak nyesel download,1
tes bagus bintang ny,-1
mainin lokal bintang support karya anak bangsa,1
login ampe gede tidak kek gini main,-1
suka banget bonus visual wajib dicoba,1
moga update ditambah atma,1
seru main jd suka ngelag patah kek anissa bahar si milih ceue couo,1
kemarin selesai temu bug battle freeze karakter tidak gerak mohon fix,-1
berat tampilan liat onepuc n gerak ringan mainkan,-1
keren ko kreatif lokal dijadiin keren,1
butuh atma power drpd atma atma gatotkaca retire atma resource upgrade overall bagus,1
dapatkan bintang upgrade ya biar cepat besok pakai animasi main cepat orang jepang update,1
update susah login sinyal bagus tolonh diperbaiki kak,1
bahas indonesianya saran kasih opsi bahasa,1
ampas rate tai kucing,-1
pake mod apk perbolehkan kah min wkwkwk,1
bagus alur cerita bagus untu jaring baiki atma atma seru,1
indonesia terbaikkk parah story sampek char legenda legenda ggwp develop indonesia efek battle sistem auto farm player mudah kumpul item moga cepat cepat update,1
aduh bagus banget kembangin kak,1
ya potensi saran kasih mode manual kasih voice diam serang mati utama ultimate karakter lihat hidup animasi ultimate seru,1
bagus bagus dibanding indonesia emng best banget seru habis masuk developer main menit ngelag hpku error loh ngk cuman klau ngk salah kirain padaku ngeluh masuk semangat ya developer,1
hambar skill audio tidak suai gantung,-1
keren si karakternya adain ilangin level karakternya,1
bind akunnya gmna klik bind pas muncul opsiny tidak ganti k browser default,1
kumpul soul sulit dpt soul butuh update hero,1
tau ka nisa syamsi trs coba nyata bagus bgt suka dehh,1
bagus grafik alura cerita tarik sayang bahasa sedia,1
best rpg horor indonesia mainin suka bgt sma btw tamat chatper update,1
mantappp tarik alur cerita penasaran lanjutkann kualitass,1
mantep kren animasi bagus alur crita nagih sukses trussss,1
rpg bagus nihh suka anime rpg ditambah indonesia lohhsaran action pas war remake biar kerasa pas skill character good,1
halo team agate code atma bagus paham tidak fitur bahasa luncurkan tidak niat rating semangat team agate,1
download nyata seru tidak bosan disayangkan akun hilang ulang mohon mudah login akun google facebook segi gameplay story tarik,1
bagus angkat karakter cerita nusantara,1
bagus berat nyari bintang susah,1
main artwork karakter bagus kadang miss liat pocong golem mekanik bagus arena afk ramah koneksi internet kebawah kadang lancar kadang tidak makan sumber daya hp worth dimainkan,1
coba yak asyik mangat,1
tolong hadiah kristal ya beli hero minimal kasih kek kristal ya main enjoy bos ditunggu ya kasih stars,1
overall bagus animasi atma pas battle kaku atma enak coba tutorial combo combo healing crt combo freeze dmg dll player tidak bingung main atma lumbago makasih developer stay healthy,1
